case_id,timestamp,activity,usuario,host,recurso,tactic,technique_id,technique
case_049,2026-05-06 10:06:09,Logon,usuario_16,WS-16,\Users\Public,Initial Access,T1078,Valid Accounts
case_049,2026-05-06 10:08:07,Navegacao_Web,usuario_16,WS-16,\Users\Documents,Benigno,-,Uso normal
case_049,2026-05-06 10:08:46,Abrir_Aplicativo,usuario_16,WS-16,-,Benigno,-,Uso normal
case_049,2026-05-06 10:11:51,Impressao,usuario_16,WS-16,\Users\Documents,Benigno,-,Uso normal
case_049,2026-05-06 10:15:30,Abrir_Aplicativo,usuario_16,WS-16,impressora_01,Benigno,-,Uso normal
case_049,2026-05-06 10:19:43,Logoff,usuario_16,WS-16,impressora_01,Benigno,-,Uso normal
case_077,2026-05-04 02:58:37,Logon,usuario_20,WS-20,-,Initial Access,T1078,Valid Accounts
case_077,2026-05-04 03:01:44,Descoberta_Arquivos,usuario_20,WS-20,-,Discovery,T1083,File and Directory Discovery
case_077,2026-05-04 03:06:31,Coleta_Arquivos,usuario_20,WS-20,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_077,2026-05-04 03:08:10,Coleta_Arquivos,usuario_20,WS-20,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_077,2026-05-04 03:12:20,Coleta_Arquivos,usuario_20,WS-20,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_077,2026-05-04 03:15:25,Coleta_Arquivos,usuario_20,WS-20,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_077,2026-05-04 03:17:11,Compactar_Dados,usuario_20,WS-20,-,Collection,T1560,Archive Collected Data
case_077,2026-05-04 03:21:28,Exfiltracao_USB,usuario_20,WS-20,USB:\,Exfiltration,T1052.001,Exfiltration Over USB
case_077,2026-05-04 03:25:32,Logoff,usuario_20,WS-20,-,Benigno,-,Uso normal
case_080,2026-05-04 00:54:17,Logon,usuario_10,WS-10,-,Initial Access,T1078,Valid Accounts
case_080,2026-05-04 00:56:22,Descoberta_Arquivos,usuario_10,WS-10,-,Discovery,T1083,File and Directory Discovery
case_080,2026-05-04 01:00:00,Coleta_Arquivos,usuario_10,WS-10,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_080,2026-05-04 01:04:17,Coleta_Arquivos,usuario_10,WS-10,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_080,2026-05-04 01:04:54,Coleta_Arquivos,usuario_10,WS-10,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_080,2026-05-04 01:05:20,Compactar_Dados,usuario_10,WS-10,-,Collection,T1560,Archive Collected Data
case_080,2026-05-04 01:09:04,Exfiltracao_Web,usuario_10,WS-10,dropbox-externo.com,Exfiltration,T1567,Exfiltration Over Web Service
case_080,2026-05-04 01:13:07,Logoff,usuario_10,WS-10,-,Benigno,-,Uso normal
case_072,2026-05-06 02:44:49,Logon,usuario_09,WS-09,-,Initial Access,T1078,Valid Accounts
case_072,2026-05-06 02:49:26,Descoberta_Arquivos,usuario_09,WS-09,-,Discovery,T1083,File and Directory Discovery
case_072,2026-05-06 02:53:49,Coleta_Arquivos,usuario_09,WS-09,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_072,2026-05-06 02:56:36,Coleta_Arquivos,usuario_09,WS-09,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_072,2026-05-06 02:57:11,Coleta_Arquivos,usuario_09,WS-09,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_072,2026-05-06 03:01:02,Compactar_Dados,usuario_09,WS-09,-,Collection,T1560,Archive Collected Data
case_072,2026-05-06 03:01:37,Exfiltracao_Web,usuario_09,WS-09,dropbox-externo.com,Exfiltration,T1567,Exfiltration Over Web Service
case_072,2026-05-06 03:05:40,Logoff,usuario_09,WS-09,-,Benigno,-,Uso normal
case_025,2026-05-08 09:07:47,Logon,usuario_16,WS-16,-,Initial Access,T1078,Valid Accounts
case_025,2026-05-08 09:12:09,Abrir_Aplicativo,usuario_16,WS-16,intranet.local,Benigno,-,Uso normal
case_025,2026-05-08 09:13:07,Envio_Email,usuario_16,WS-16,intranet.local,Benigno,-,Uso normal
case_025,2026-05-08 09:15:27,Envio_Email,usuario_16,WS-16,-,Benigno,-,Uso normal
case_025,2026-05-08 09:17:32,Navegacao_Web,usuario_16,WS-16,\Users\Public,Benigno,-,Uso normal
case_025,2026-05-08 09:21:47,Navegacao_Web,usuario_16,WS-16,\\fileserver\comum,Benigno,-,Uso normal
case_025,2026-05-08 09:25:22,Logoff,usuario_16,WS-16,\Users\Documents,Benigno,-,Uso normal
case_073,2026-05-04 04:35:36,Logon,usuario_04,WS-04,-,Initial Access,T1078,Valid Accounts
case_073,2026-05-04 04:37:46,Descoberta_Arquivos,usuario_04,WS-04,-,Discovery,T1083,File and Directory Discovery
case_073,2026-05-04 04:38:52,Coleta_Arquivos,usuario_04,WS-04,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_073,2026-05-04 04:41:39,Coleta_Arquivos,usuario_04,WS-04,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_073,2026-05-04 04:43:26,Coleta_Arquivos,usuario_04,WS-04,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_073,2026-05-04 04:47:29,Compactar_Dados,usuario_04,WS-04,-,Collection,T1560,Archive Collected Data
case_073,2026-05-04 04:47:49,Exfiltracao_Web,usuario_04,WS-04,dropbox-externo.com,Exfiltration,T1567,Exfiltration Over Web Service
case_073,2026-05-04 04:52:37,Logoff,usuario_04,WS-04,-,Benigno,-,Uso normal
case_063,2026-05-04 12:27:11,Logon,usuario_01,WS-01,-,Initial Access,T1078,Valid Accounts
case_063,2026-05-04 12:29:32,Descoberta_Rede,usuario_01,WS-01,-,Discovery,T1018,Remote System Discovery
case_063,2026-05-04 12:31:13,Coleta_Credenciais,usuario_01,WS-01,-,Credential Access,T1003,OS Credential Dumping
case_063,2026-05-04 12:32:02,Conexao_WinRM,usuario_01,SRV-FILE,SRV-FILE,Lateral Movement,T1021.006,Remote Services: WinRM / PS Remoting
case_063,2026-05-04 12:33:15,Execucao_PowerShell,usuario_01,SRV-FILE,SRV-FILE,Execution,T1059.001,Command and Scripting Interpreter: PowerShell
case_063,2026-05-04 12:33:41,Persistencia_Tarefa,usuario_01,SRV-FILE,SRV-FILE,Persistence,T1053.005,Scheduled Task
case_063,2026-05-04 12:35:41,Logoff,usuario_01,SRV-FILE,-,Benigno,-,Uso normal
case_012,2026-05-08 16:05:42,Logon,usuario_01,WS-01,intranet.local,Initial Access,T1078,Valid Accounts
case_012,2026-05-08 16:07:21,Navegacao_Web,usuario_01,WS-01,impressora_01,Benigno,-,Uso normal
case_012,2026-05-08 16:12:21,Navegacao_Web,usuario_01,WS-01,\Users\Public,Benigno,-,Uso normal
case_012,2026-05-08 16:12:51,Envio_Email,usuario_01,WS-01,\Users\Documents,Benigno,-,Uso normal
case_012,2026-05-08 16:14:03,Envio_Email,usuario_01,WS-01,impressora_01,Benigno,-,Uso normal
case_012,2026-05-08 16:15:34,Logoff,usuario_01,WS-01,\\fileserver\comum,Benigno,-,Uso normal
case_034,2026-05-04 11:49:09,Logon,usuario_16,WS-16,\Users\Public,Initial Access,T1078,Valid Accounts
case_034,2026-05-04 11:53:56,Navegacao_Web,usuario_16,WS-16,-,Benigno,-,Uso normal
case_034,2026-05-04 11:55:11,Abrir_Aplicativo,usuario_16,WS-16,-,Benigno,-,Uso normal
case_034,2026-05-04 11:59:25,Impressao,usuario_16,WS-16,\Users\Documents,Benigno,-,Uso normal
case_034,2026-05-04 12:00:05,Impressao,usuario_16,WS-16,\Users\Documents,Benigno,-,Uso normal
case_034,2026-05-04 12:01:29,Navegacao_Web,usuario_16,WS-16,\Users\Public,Benigno,-,Uso normal
case_034,2026-05-04 12:02:08,Navegacao_Web,usuario_16,WS-16,-,Benigno,-,Uso normal
case_034,2026-05-04 12:05:03,Navegacao_Web,usuario_16,WS-16,\Users\Public,Benigno,-,Uso normal
case_034,2026-05-04 12:07:31,Logoff,usuario_16,WS-16,impressora_01,Benigno,-,Uso normal
case_057,2026-05-06 11:49:48,Logon,usuario_13,WS-13,-,Initial Access,T1078,Valid Accounts
case_057,2026-05-06 11:50:49,Descoberta_Rede,usuario_13,WS-13,-,Discovery,T1018,Remote System Discovery
case_057,2026-05-06 11:54:55,Coleta_Credenciais,usuario_13,WS-13,-,Credential Access,T1003,OS Credential Dumping
case_057,2026-05-06 11:57:12,Conexao_WinRM,usuario_13,SRV-DC,SRV-DC,Lateral Movement,T1021.006,Remote Services: WinRM / PS Remoting
case_057,2026-05-06 11:59:02,Execucao_PowerShell,usuario_13,SRV-DC,SRV-DC,Execution,T1059.001,Command and Scripting Interpreter: PowerShell
case_057,2026-05-06 11:59:46,Persistencia_Tarefa,usuario_13,SRV-DC,SRV-DC,Persistence,T1053.005,Scheduled Task
case_057,2026-05-06 12:02:37,Logoff,usuario_13,SRV-DC,-,Benigno,-,Uso normal
case_040,2026-05-04 09:03:16,Logon,usuario_12,WS-12,\Users\Public,Initial Access,T1078,Valid Accounts
case_040,2026-05-04 09:04:08,Abrir_Aplicativo,usuario_12,WS-12,impressora_01,Benigno,-,Uso normal
case_040,2026-05-04 09:07:21,Navegacao_Web,usuario_12,WS-12,intranet.local,Benigno,-,Uso normal
case_040,2026-05-04 09:10:00,Impressao,usuario_12,WS-12,intranet.local,Benigno,-,Uso normal
case_040,2026-05-04 09:10:42,Envio_Email,usuario_12,WS-12,intranet.local,Benigno,-,Uso normal
case_040,2026-05-04 09:13:44,Abrir_Aplicativo,usuario_12,WS-12,intranet.local,Benigno,-,Uso normal
case_040,2026-05-04 09:16:36,Abrir_Aplicativo,usuario_12,WS-12,\Users\Documents,Benigno,-,Uso normal
case_040,2026-05-04 09:17:29,Logoff,usuario_12,WS-12,\Users\Documents,Benigno,-,Uso normal
case_002,2026-05-05 17:13:07,Logon,usuario_08,WS-08,impressora_01,Initial Access,T1078,Valid Accounts
case_002,2026-05-05 17:16:04,Impressao,usuario_08,WS-08,impressora_01,Benigno,-,Uso normal
case_002,2026-05-05 17:17:56,Navegacao_Web,usuario_08,WS-08,\Users\Documents,Benigno,-,Uso normal
case_002,2026-05-05 17:19:52,Acesso_Arquivo_Comum,usuario_08,WS-08,intranet.local,Benigno,-,Uso normal
case_002,2026-05-05 17:21:01,Impressao,usuario_08,WS-08,impressora_01,Benigno,-,Uso normal
case_002,2026-05-05 17:21:53,Abrir_Aplicativo,usuario_08,WS-08,impressora_01,Benigno,-,Uso normal
case_002,2026-05-05 17:22:43,Impressao,usuario_08,WS-08,impressora_01,Benigno,-,Uso normal
case_002,2026-05-05 17:24:48,Acesso_Arquivo_Comum,usuario_08,WS-08,\\fileserver\comum,Benigno,-,Uso normal
case_002,2026-05-05 17:29:40,Logoff,usuario_08,WS-08,\\fileserver\comum,Benigno,-,Uso normal
case_068,2026-05-04 00:13:27,Logon,usuario_16,WS-16,-,Initial Access,T1078,Valid Accounts
case_068,2026-05-04 00:15:46,Descoberta_Arquivos,usuario_16,WS-16,-,Discovery,T1083,File and Directory Discovery
case_068,2026-05-04 00:18:43,Coleta_Arquivos,usuario_16,WS-16,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_068,2026-05-04 00:20:51,Coleta_Arquivos,usuario_16,WS-16,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_068,2026-05-04 00:24:31,Coleta_Arquivos,usuario_16,WS-16,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_068,2026-05-04 00:25:30,Compactar_Dados,usuario_16,WS-16,-,Collection,T1560,Archive Collected Data
case_068,2026-05-04 00:27:17,Exfiltracao_USB,usuario_16,WS-16,USB:\,Exfiltration,T1052.001,Exfiltration Over USB
case_068,2026-05-04 00:28:51,Logoff,usuario_16,WS-16,-,Benigno,-,Uso normal
case_031,2026-05-06 14:55:41,Logon,usuario_18,WS-18,\Users\Public,Initial Access,T1078,Valid Accounts
case_031,2026-05-06 14:58:35,Abrir_Aplicativo,usuario_18,WS-18,\\fileserver\comum,Benigno,-,Uso normal
case_031,2026-05-06 15:02:16,Navegacao_Web,usuario_18,WS-18,\Users\Documents,Benigno,-,Uso normal
case_031,2026-05-06 15:04:01,Acesso_Arquivo_Comum,usuario_18,WS-18,-,Benigno,-,Uso normal
case_031,2026-05-06 15:05:43,Acesso_Arquivo_Comum,usuario_18,WS-18,\Users\Documents,Benigno,-,Uso normal
case_031,2026-05-06 15:07:49,Logoff,usuario_18,WS-18,impressora_01,Benigno,-,Uso normal
case_028,2026-05-05 16:29:57,Logon,usuario_09,WS-09,\\fileserver\comum,Initial Access,T1078,Valid Accounts
case_028,2026-05-05 16:33:38,Abrir_Aplicativo,usuario_09,WS-09,\Users\Documents,Benigno,-,Uso normal
case_028,2026-05-05 16:35:19,Impressao,usuario_09,WS-09,\Users\Documents,Benigno,-,Uso normal
case_028,2026-05-05 16:39:50,Navegacao_Web,usuario_09,WS-09,-,Benigno,-,Uso normal
case_028,2026-05-05 16:44:00,Impressao,usuario_09,WS-09,\\fileserver\comum,Benigno,-,Uso normal
case_028,2026-05-05 16:46:54,Envio_Email,usuario_09,WS-09,-,Benigno,-,Uso normal
case_028,2026-05-05 16:48:26,Logoff,usuario_09,WS-09,\\fileserver\comum,Benigno,-,Uso normal
case_062,2026-05-04 14:30:52,Logon,usuario_13,WS-13,-,Initial Access,T1078,Valid Accounts
case_062,2026-05-04 14:34:11,Descoberta_Rede,usuario_13,WS-13,-,Discovery,T1018,Remote System Discovery
case_062,2026-05-04 14:38:18,Coleta_Credenciais,usuario_13,WS-13,-,Credential Access,T1003,OS Credential Dumping
case_062,2026-05-04 14:43:03,Conexao_WinRM,usuario_13,SRV-DC,SRV-DC,Lateral Movement,T1021.006,Remote Services: WinRM / PS Remoting
case_062,2026-05-04 14:47:35,Execucao_PowerShell,usuario_13,SRV-DC,SRV-DC,Execution,T1059.001,Command and Scripting Interpreter: PowerShell
case_062,2026-05-04 14:50:02,Logoff,usuario_13,SRV-DC,-,Benigno,-,Uso normal
case_011,2026-05-05 16:09:56,Logon,usuario_16,WS-16,\Users\Public,Initial Access,T1078,Valid Accounts
case_011,2026-05-05 16:13:58,Envio_Email,usuario_16,WS-16,-,Benigno,-,Uso normal
case_011,2026-05-05 16:17:08,Abrir_Aplicativo,usuario_16,WS-16,\Users\Documents,Benigno,-,Uso normal
case_011,2026-05-05 16:20:50,Envio_Email,usuario_16,WS-16,\\fileserver\comum,Benigno,-,Uso normal
case_011,2026-05-05 16:24:35,Impressao,usuario_16,WS-16,-,Benigno,-,Uso normal
case_011,2026-05-05 16:25:38,Envio_Email,usuario_16,WS-16,-,Benigno,-,Uso normal
case_011,2026-05-05 16:27:19,Logoff,usuario_16,WS-16,\Users\Public,Benigno,-,Uso normal
case_061,2026-05-04 16:59:51,Logon,usuario_20,WS-20,-,Initial Access,T1078,Valid Accounts
case_061,2026-05-04 17:02:15,Descoberta_Rede,usuario_20,WS-20,-,Discovery,T1018,Remote System Discovery
case_061,2026-05-04 17:03:51,Coleta_Credenciais,usuario_20,WS-20,-,Credential Access,T1003,OS Credential Dumping
case_061,2026-05-04 17:08:01,Conexao_WinRM,usuario_20,SRV-DC,SRV-DC,Lateral Movement,T1021.006,Remote Services: WinRM / PS Remoting
case_061,2026-05-04 17:09:10,Execucao_PowerShell,usuario_20,SRV-DC,SRV-DC,Execution,T1059.001,Command and Scripting Interpreter: PowerShell
case_061,2026-05-04 17:10:02,Persistencia_Tarefa,usuario_20,SRV-DC,SRV-DC,Persistence,T1053.005,Scheduled Task
case_061,2026-05-04 17:11:36,Logoff,usuario_20,SRV-DC,-,Benigno,-,Uso normal
case_053,2026-05-05 14:51:50,Logon,usuario_16,WS-16,-,Initial Access,T1078,Valid Accounts
case_053,2026-05-05 14:54:03,Descoberta_Rede,usuario_16,WS-16,-,Discovery,T1018,Remote System Discovery
case_053,2026-05-05 14:54:56,Coleta_Credenciais,usuario_16,WS-16,-,Credential Access,T1003,OS Credential Dumping
case_053,2026-05-05 14:58:15,Conexao_WinRM,usuario_16,SRV-DC,SRV-DC,Lateral Movement,T1021.006,Remote Services: WinRM / PS Remoting
case_053,2026-05-05 15:00:44,Execucao_PowerShell,usuario_16,SRV-DC,SRV-DC,Execution,T1059.001,Command and Scripting Interpreter: PowerShell
case_053,2026-05-05 15:02:25,Logoff,usuario_16,SRV-DC,-,Benigno,-,Uso normal
case_046,2026-05-06 14:59:18,Logon,usuario_03,WS-03,-,Initial Access,T1078,Valid Accounts
case_046,2026-05-06 15:02:15,Abrir_Aplicativo,usuario_03,WS-03,\\fileserver\comum,Benigno,-,Uso normal
case_046,2026-05-06 15:03:01,Acesso_Arquivo_Comum,usuario_03,WS-03,intranet.local,Benigno,-,Uso normal
case_046,2026-05-06 15:06:23,Navegacao_Web,usuario_03,WS-03,\\fileserver\comum,Benigno,-,Uso normal
case_046,2026-05-06 15:10:16,Envio_Email,usuario_03,WS-03,\Users\Documents,Benigno,-,Uso normal
case_046,2026-05-06 15:13:42,Abrir_Aplicativo,usuario_03,WS-03,-,Benigno,-,Uso normal
case_046,2026-05-06 15:15:42,Abrir_Aplicativo,usuario_03,WS-03,\\fileserver\comum,Benigno,-,Uso normal
case_046,2026-05-06 15:19:29,Logoff,usuario_03,WS-03,\Users\Public,Benigno,-,Uso normal
case_026,2026-05-05 13:39:16,Logon,usuario_10,WS-10,-,Initial Access,T1078,Valid Accounts
case_026,2026-05-05 13:42:11,Envio_Email,usuario_10,WS-10,impressora_01,Benigno,-,Uso normal
case_026,2026-05-05 13:43:39,Envio_Email,usuario_10,WS-10,\Users\Documents,Benigno,-,Uso normal
case_026,2026-05-05 13:48:05,Abrir_Aplicativo,usuario_10,WS-10,\Users\Documents,Benigno,-,Uso normal
case_026,2026-05-05 13:52:33,Logoff,usuario_10,WS-10,intranet.local,Benigno,-,Uso normal
case_051,2026-05-08 13:21:42,Logon,usuario_12,WS-12,-,Initial Access,T1078,Valid Accounts
case_051,2026-05-08 13:22:22,Descoberta_Rede,usuario_12,WS-12,-,Discovery,T1018,Remote System Discovery
case_051,2026-05-08 13:23:02,Coleta_Credenciais,usuario_12,WS-12,-,Credential Access,T1003,OS Credential Dumping
case_051,2026-05-08 13:24:28,Conexao_WinRM,usuario_12,SRV-FILE,SRV-FILE,Lateral Movement,T1021.006,Remote Services: WinRM / PS Remoting
case_051,2026-05-08 13:25:30,Execucao_PowerShell,usuario_12,SRV-FILE,SRV-FILE,Execution,T1059.001,Command and Scripting Interpreter: PowerShell
case_051,2026-05-08 13:28:30,Logoff,usuario_12,SRV-FILE,-,Benigno,-,Uso normal
case_066,2026-05-06 02:14:45,Logon,usuario_08,WS-08,-,Initial Access,T1078,Valid Accounts
case_066,2026-05-06 02:15:31,Descoberta_Arquivos,usuario_08,WS-08,-,Discovery,T1083,File and Directory Discovery
case_066,2026-05-06 02:18:07,Coleta_Arquivos,usuario_08,WS-08,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_066,2026-05-06 02:22:10,Coleta_Arquivos,usuario_08,WS-08,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_066,2026-05-06 02:26:57,Coleta_Arquivos,usuario_08,WS-08,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_066,2026-05-06 02:29:32,Coleta_Arquivos,usuario_08,WS-08,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_066,2026-05-06 02:32:23,Compactar_Dados,usuario_08,WS-08,-,Collection,T1560,Archive Collected Data
case_066,2026-05-06 02:34:34,Exfiltracao_Web,usuario_08,WS-08,dropbox-externo.com,Exfiltration,T1567,Exfiltration Over Web Service
case_066,2026-05-06 02:35:37,Logoff,usuario_08,WS-08,-,Benigno,-,Uso normal
case_027,2026-05-05 13:19:05,Logon,usuario_07,WS-07,\\fileserver\comum,Initial Access,T1078,Valid Accounts
case_027,2026-05-05 13:19:33,Acesso_Arquivo_Comum,usuario_07,WS-07,intranet.local,Benigno,-,Uso normal
case_027,2026-05-05 13:23:47,Navegacao_Web,usuario_07,WS-07,\Users\Documents,Benigno,-,Uso normal
case_027,2026-05-05 13:28:26,Navegacao_Web,usuario_07,WS-07,\\fileserver\comum,Benigno,-,Uso normal
case_027,2026-05-05 13:31:03,Navegacao_Web,usuario_07,WS-07,\\fileserver\comum,Benigno,-,Uso normal
case_027,2026-05-05 13:33:10,Abrir_Aplicativo,usuario_07,WS-07,\Users\Public,Benigno,-,Uso normal
case_027,2026-05-05 13:34:08,Impressao,usuario_07,WS-07,impressora_01,Benigno,-,Uso normal
case_027,2026-05-05 13:35:14,Logoff,usuario_07,WS-07,\Users\Public,Benigno,-,Uso normal
case_058,2026-05-08 16:55:42,Logon,usuario_09,WS-09,-,Initial Access,T1078,Valid Accounts
case_058,2026-05-08 16:58:42,Descoberta_Rede,usuario_09,WS-09,-,Discovery,T1018,Remote System Discovery
case_058,2026-05-08 16:59:02,Coleta_Credenciais,usuario_09,WS-09,-,Credential Access,T1003,OS Credential Dumping
case_058,2026-05-08 16:59:39,Conexao_WinRM,usuario_09,SRV-DC,SRV-DC,Lateral Movement,T1021.006,Remote Services: WinRM / PS Remoting
case_058,2026-05-08 17:01:52,Execucao_PowerShell,usuario_09,SRV-DC,SRV-DC,Execution,T1059.001,Command and Scripting Interpreter: PowerShell
case_058,2026-05-08 17:03:28,Logoff,usuario_09,SRV-DC,-,Benigno,-,Uso normal
case_007,2026-05-05 15:31:10,Logon,usuario_13,WS-13,\Users\Documents,Initial Access,T1078,Valid Accounts
case_007,2026-05-05 15:34:24,Navegacao_Web,usuario_13,WS-13,impressora_01,Benigno,-,Uso normal
case_007,2026-05-05 15:35:10,Navegacao_Web,usuario_13,WS-13,\Users\Documents,Benigno,-,Uso normal
case_007,2026-05-05 15:35:30,Abrir_Aplicativo,usuario_13,WS-13,impressora_01,Benigno,-,Uso normal
case_007,2026-05-05 15:37:07,Logoff,usuario_13,WS-13,impressora_01,Benigno,-,Uso normal
case_045,2026-05-06 13:48:09,Logon,usuario_15,WS-15,\Users\Documents,Initial Access,T1078,Valid Accounts
case_045,2026-05-06 13:50:13,Acesso_Arquivo_Comum,usuario_15,WS-15,intranet.local,Benigno,-,Uso normal
case_045,2026-05-06 13:50:52,Envio_Email,usuario_15,WS-15,impressora_01,Benigno,-,Uso normal
case_045,2026-05-06 13:52:56,Impressao,usuario_15,WS-15,\Users\Documents,Benigno,-,Uso normal
case_045,2026-05-06 13:56:03,Abrir_Aplicativo,usuario_15,WS-15,\\fileserver\comum,Benigno,-,Uso normal
case_045,2026-05-06 13:59:33,Navegacao_Web,usuario_15,WS-15,\Users\Public,Benigno,-,Uso normal
case_045,2026-05-06 14:02:32,Envio_Email,usuario_15,WS-15,\Users\Documents,Benigno,-,Uso normal
case_045,2026-05-06 14:04:36,Acesso_Arquivo_Comum,usuario_15,WS-15,\Users\Documents,Benigno,-,Uso normal
case_045,2026-05-06 14:09:09,Logoff,usuario_15,WS-15,impressora_01,Benigno,-,Uso normal
case_041,2026-05-05 16:28:11,Logon,usuario_04,WS-04,\Users\Documents,Initial Access,T1078,Valid Accounts
case_041,2026-05-05 16:31:06,Envio_Email,usuario_04,WS-04,-,Benigno,-,Uso normal
case_041,2026-05-05 16:32:43,Navegacao_Web,usuario_04,WS-04,impressora_01,Benigno,-,Uso normal
case_041,2026-05-05 16:35:03,Envio_Email,usuario_04,WS-04,intranet.local,Benigno,-,Uso normal
case_041,2026-05-05 16:38:06,Envio_Email,usuario_04,WS-04,\\fileserver\comum,Benigno,-,Uso normal
case_041,2026-05-05 16:41:31,Impressao,usuario_04,WS-04,impressora_01,Benigno,-,Uso normal
case_041,2026-05-05 16:42:31,Impressao,usuario_04,WS-04,impressora_01,Benigno,-,Uso normal
case_041,2026-05-05 16:44:32,Logoff,usuario_04,WS-04,\\fileserver\comum,Benigno,-,Uso normal
case_017,2026-05-04 14:33:21,Logon,usuario_07,WS-07,impressora_01,Initial Access,T1078,Valid Accounts
case_017,2026-05-04 14:36:12,Acesso_Arquivo_Comum,usuario_07,WS-07,impressora_01,Benigno,-,Uso normal
case_017,2026-05-04 14:37:04,Envio_Email,usuario_07,WS-07,\Users\Documents,Benigno,-,Uso normal
case_017,2026-05-04 14:39:21,Abrir_Aplicativo,usuario_07,WS-07,\Users\Documents,Benigno,-,Uso normal
case_017,2026-05-04 14:40:24,Navegacao_Web,usuario_07,WS-07,intranet.local,Benigno,-,Uso normal
case_017,2026-05-04 14:43:03,Navegacao_Web,usuario_07,WS-07,\Users\Documents,Benigno,-,Uso normal
case_017,2026-05-04 14:44:55,Logoff,usuario_07,WS-07,intranet.local,Benigno,-,Uso normal
case_021,2026-05-07 13:55:03,Logon,usuario_07,WS-07,\Users\Public,Initial Access,T1078,Valid Accounts
case_021,2026-05-07 13:55:30,Acesso_Arquivo_Comum,usuario_07,WS-07,\Users\Documents,Benigno,-,Uso normal
case_021,2026-05-07 13:58:00,Impressao,usuario_07,WS-07,\\fileserver\comum,Benigno,-,Uso normal
case_021,2026-05-07 13:59:43,Envio_Email,usuario_07,WS-07,\Users\Documents,Benigno,-,Uso normal
case_021,2026-05-07 14:00:46,Envio_Email,usuario_07,WS-07,-,Benigno,-,Uso normal
case_021,2026-05-07 14:04:21,Logoff,usuario_07,WS-07,impressora_01,Benigno,-,Uso normal
case_071,2026-05-07 00:51:08,Logon,usuario_03,WS-03,-,Initial Access,T1078,Valid Accounts
case_071,2026-05-07 00:52:18,Descoberta_Arquivos,usuario_03,WS-03,-,Discovery,T1083,File and Directory Discovery
case_071,2026-05-07 00:54:22,Coleta_Arquivos,usuario_03,WS-03,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_071,2026-05-07 00:57:12,Coleta_Arquivos,usuario_03,WS-03,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_071,2026-05-07 01:00:15,Coleta_Arquivos,usuario_03,WS-03,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_071,2026-05-07 01:03:27,Coleta_Arquivos,usuario_03,WS-03,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_071,2026-05-07 01:07:23,Compactar_Dados,usuario_03,WS-03,-,Collection,T1560,Archive Collected Data
case_071,2026-05-07 01:09:56,Exfiltracao_USB,usuario_03,WS-03,USB:\,Exfiltration,T1052.001,Exfiltration Over USB
case_071,2026-05-07 01:10:26,Logoff,usuario_03,WS-03,-,Benigno,-,Uso normal
case_059,2026-05-08 12:06:57,Logon,usuario_20,WS-20,-,Initial Access,T1078,Valid Accounts
case_059,2026-05-08 12:07:41,Descoberta_Rede,usuario_20,WS-20,-,Discovery,T1018,Remote System Discovery
case_059,2026-05-08 12:09:08,Coleta_Credenciais,usuario_20,WS-20,-,Credential Access,T1003,OS Credential Dumping
case_059,2026-05-08 12:13:38,Conexao_WinRM,usuario_20,SRV-APP,SRV-APP,Lateral Movement,T1021.006,Remote Services: WinRM / PS Remoting
case_059,2026-05-08 12:15:54,Execucao_PowerShell,usuario_20,SRV-APP,SRV-APP,Execution,T1059.001,Command and Scripting Interpreter: PowerShell
case_059,2026-05-08 12:16:37,Persistencia_Tarefa,usuario_20,SRV-APP,SRV-APP,Persistence,T1053.005,Scheduled Task
case_059,2026-05-08 12:17:08,Logoff,usuario_20,SRV-APP,-,Benigno,-,Uso normal
case_016,2026-05-05 12:19:56,Logon,usuario_07,WS-07,\Users\Public,Initial Access,T1078,Valid Accounts
case_016,2026-05-05 12:24:15,Envio_Email,usuario_07,WS-07,\Users\Public,Benigno,-,Uso normal
