case_id,timestamp,activity,usuario,recurso
case_259,2026-03-03 08:11:09,RegistryModify,usuario_08,D:\backup
case_259,2026-03-03 08:12:07,RegistryModify,usuario_08,HKLM\Software
case_259,2026-03-03 08:14:02,FileRead,usuario_08,\\fileserver\financeiro
case_259,2026-03-03 08:16:18,PowerShellExec,usuario_08,C:\temp
case_259,2026-03-03 08:20:00,LogonOff,usuario_08,\Device\Pipe
case_006,2026-03-06 08:23:26,LogonSuccess,usuario_02,C:\temp
case_006,2026-03-06 08:26:01,DnsQuery,usuario_02,\Users\Public
case_006,2026-03-06 08:27:15,DnsQuery,usuario_02,\Users\Documents
case_006,2026-03-06 08:32:18,FileCreate,usuario_02,C:\temp
case_006,2026-03-06 08:34:57,ImageLoad,usuario_02,\\fileserver\rh
case_006,2026-03-06 08:40:26,NetworkConnect,usuario_02,HKLM\Software
case_006,2026-03-06 08:46:53,ProcessCreate,usuario_02,\\fileserver\financeiro
case_006,2026-03-06 08:48:57,ProcessCreate,usuario_02,\Device\Pipe
case_006,2026-03-06 08:54:41,ImageLoad,usuario_02,\\fileserver\rh
case_006,2026-03-06 08:59:19,ImageLoad,usuario_02,cdn.contoso.com
case_006,2026-03-06 09:01:47,FileModify,usuario_02,\Windows\System32
case_006,2026-03-06 09:02:54,FileRead,usuario_02,\Device\Pipe
case_006,2026-03-06 09:06:50,RegistryModify,usuario_02,\\fileserver\rh
case_006,2026-03-06 09:07:32,PipeCreate,usuario_02,\Windows\System32
case_006,2026-03-06 09:10:42,PrintJob,usuario_02,D:\backup
case_006,2026-03-06 09:12:08,ScreenCapture,usuario_02,\Device\Pipe
case_006,2026-03-06 09:14:42,ScreenCapture,usuario_02,C:\temp
case_006,2026-03-06 09:21:21,LogonOff,usuario_02,cdn.contoso.com
case_052,2026-03-04 18:38:48,LogonSuccess,usuario_26,\\fileserver\rh
case_052,2026-03-04 18:39:55,ProcessCreate,usuario_26,\Device\Pipe
case_052,2026-03-04 18:43:19,ProcessExit,usuario_26,\\fileserver\rh
case_052,2026-03-04 18:44:21,ProcessCreate,usuario_26,\\fileserver\financeiro
case_052,2026-03-04 18:50:21,ServiceQuery,usuario_26,\Device\Pipe
case_052,2026-03-04 18:52:05,FileRead,usuario_26,\Windows\System32
case_052,2026-03-04 18:55:47,PrintJob,usuario_26,\Device\Pipe
case_052,2026-03-04 18:58:43,LogonOff,usuario_26,\Users\Documents
case_114,2026-03-05 13:53:54,LogonSuccess,usuario_16,-
case_114,2026-03-05 13:56:16,FileCreate,usuario_16,cdn.contoso.com
case_114,2026-03-05 13:59:55,DnsQuery,usuario_16,\Users\Public
case_114,2026-03-05 14:04:51,FileCreate,usuario_16,\Device\Pipe
case_114,2026-03-05 14:07:48,ProcessCreate,usuario_16,cdn.contoso.com
case_114,2026-03-05 14:12:41,ProcessCreate,usuario_16,D:\backup
case_114,2026-03-05 14:16:51,PowerShellExec,usuario_16,\Windows\System32
case_114,2026-03-05 14:17:29,FileCreate,usuario_16,\\fileserver\financeiro
case_114,2026-03-05 14:18:17,PipeCreate,usuario_16,\\fileserver\financeiro
case_114,2026-03-05 14:24:46,FileRead,usuario_16,\Windows\System32
case_114,2026-03-05 14:28:33,NetworkConnect,usuario_16,\Users\Public
case_114,2026-03-05 14:30:41,FileModify,usuario_16,D:\backup
case_114,2026-03-05 14:36:35,PipeCreate,usuario_16,\Device\Pipe
case_114,2026-03-05 14:41:22,FileRead,usuario_16,cdn.contoso.com
case_114,2026-03-05 14:47:29,WmiQuery,usuario_16,update.microsoft.com
case_114,2026-03-05 14:49:05,WmiQuery,usuario_16,\Users\Documents
case_114,2026-03-05 14:54:21,WmiQuery,usuario_16,HKLM\Software
case_114,2026-03-05 14:55:17,PrintJob,usuario_16,\Windows\System32
case_114,2026-03-05 15:01:53,LogonOff,usuario_16,C:\temp
case_174,2026-03-03 18:30:59,LogonSuccess,usuario_15,C:\temp
case_174,2026-03-03 18:34:49,NetworkConnect,usuario_15,\Users\Public
case_174,2026-03-03 18:39:18,ImageLoad,usuario_15,\Windows\System32
case_174,2026-03-03 18:40:57,FileCreate,usuario_15,D:\backup
case_174,2026-03-03 18:46:53,ProcessCreate,usuario_15,\\fileserver\rh
case_174,2026-03-03 18:49:08,ProcessExit,usuario_15,cdn.contoso.com
case_174,2026-03-03 18:52:50,ImageLoad,usuario_15,\\fileserver\financeiro
case_174,2026-03-03 18:55:43,ServiceQuery,usuario_15,\\fileserver\financeiro
case_174,2026-03-03 18:59:42,ProcessExit,usuario_15,C:\temp
case_174,2026-03-03 19:04:36,FileCreate,usuario_15,D:\backup
case_174,2026-03-03 19:07:13,NetworkConnect,usuario_15,\Users\Public
case_174,2026-03-03 19:11:17,FileRead,usuario_15,\Device\Pipe
case_174,2026-03-03 19:15:21,ProcessExit,usuario_15,C:\temp
case_174,2026-03-03 19:16:52,ProcessCreate,usuario_15,\\fileserver\financeiro
case_174,2026-03-03 19:20:54,NetworkConnect,usuario_15,\Windows\System32
case_174,2026-03-03 19:24:17,PowerShellExec,usuario_15,\Users\Documents
case_174,2026-03-03 19:26:18,ServiceQuery,usuario_15,\Users\Public
case_174,2026-03-03 19:28:15,PipeCreate,usuario_15,\\fileserver\rh
case_174,2026-03-03 19:28:55,FileRead,usuario_15,C:\temp
case_174,2026-03-03 19:32:37,DriverLoad,usuario_15,8.8.8.8
case_174,2026-03-03 19:39:17,ClipboardCapture,usuario_15,\\fileserver\financeiro
case_174,2026-03-03 19:39:53,LogonOff,usuario_15,C:\temp
case_085,2026-03-04 11:14:18,LogonSuccess,usuario_01,\\fileserver\rh
case_085,2026-03-04 11:16:23,ProcessExit,usuario_01,HKLM\Software
case_085,2026-03-04 11:18:26,ImageLoad,usuario_01,HKLM\Software
case_085,2026-03-04 11:24:02,DnsQuery,usuario_01,\\fileserver\financeiro
case_085,2026-03-04 11:25:41,NetworkConnect,usuario_01,D:\backup
case_085,2026-03-04 11:26:55,NetworkConnect,usuario_01,\Users\Public
case_085,2026-03-04 11:27:55,RegistryModify,usuario_01,\Device\Pipe
case_085,2026-03-04 11:33:54,FileModify,usuario_01,cdn.contoso.com
case_085,2026-03-04 11:39:28,LogonOff,usuario_01,\Windows\System32
case_176,2026-03-05 11:13:39,LogonSuccess,usuario_25,\Users\Public
case_176,2026-03-05 11:15:06,ImageLoad,usuario_25,8.8.8.8
case_176,2026-03-05 11:15:45,ImageLoad,usuario_25,\\fileserver\rh
case_176,2026-03-05 11:17:43,DnsQuery,usuario_25,C:\temp
case_176,2026-03-05 11:21:41,ProcessExit,usuario_25,\Windows\System32
case_176,2026-03-05 11:27:16,ProcessExit,usuario_25,HKLM\Software
case_176,2026-03-05 11:28:22,RegistryModify,usuario_25,\Windows\System32
case_176,2026-03-05 11:31:56,RegistryModify,usuario_25,8.8.8.8
case_176,2026-03-05 11:36:44,FileRead,usuario_25,\\fileserver\rh
case_039,2026-03-05 16:00:45,LogonSuccess,usuario_17,\Windows\System32
case_039,2026-03-05 16:02:56,NetworkConnect,usuario_17,-
case_039,2026-03-05 16:03:53,FileCreate,usuario_17,\Windows\System32
case_039,2026-03-05 16:07:49,ProcessExit,usuario_17,\\fileserver\financeiro
case_039,2026-03-05 16:14:07,FileCreate,usuario_17,\Users\Public
case_039,2026-03-05 16:19:04,ProcessCreate,usuario_17,\Windows\System32
case_039,2026-03-05 16:19:59,ProcessCreate,usuario_17,cdn.contoso.com
case_039,2026-03-05 16:20:35,ImageLoad,usuario_17,\\fileserver\rh
case_039,2026-03-05 16:24:24,FileModify,usuario_17,C:\temp
case_039,2026-03-05 16:25:53,ProcessExit,usuario_17,D:\backup
case_039,2026-03-05 16:31:41,FileModify,usuario_17,\Users\Documents
case_039,2026-03-05 16:37:31,FileModify,usuario_17,8.8.8.8
case_039,2026-03-05 16:41:02,LogonOff,usuario_17,8.8.8.8
case_260,2026-03-06 14:02:32,LogonSuccess,usuario_10,D:\backup
case_260,2026-03-06 14:07:02,ProcessCreate,usuario_10,\\fileserver\financeiro
case_260,2026-03-06 14:12:01,FileCreate,usuario_10,\Users\Documents
case_260,2026-03-06 14:13:58,NetworkConnect,usuario_10,HKLM\Software
case_260,2026-03-06 14:19:18,ImageLoad,usuario_10,C:\temp
case_260,2026-03-06 14:19:59,ProcessCreate,usuario_10,\Users\Documents
case_260,2026-03-06 14:23:19,ProcessCreate,usuario_10,8.8.8.8
case_260,2026-03-06 14:27:37,DnsQuery,usuario_10,cdn.contoso.com
case_260,2026-03-06 14:30:43,PowerShellExec,usuario_10,D:\backup
case_260,2026-03-06 14:34:29,ImageLoad,usuario_10,cdn.contoso.com
case_260,2026-03-06 14:38:46,FileRead,usuario_10,cdn.contoso.com
case_260,2026-03-06 14:40:24,FileRead,usuario_10,C:\temp
case_260,2026-03-06 14:47:01,PipeCreate,usuario_10,D:\backup
case_260,2026-03-06 14:50:38,PowerShellExec,usuario_10,8.8.8.8
case_260,2026-03-06 14:51:10,RegistryModify,usuario_10,C:\temp
case_260,2026-03-06 14:54:12,RegistryModify,usuario_10,8.8.8.8
case_260,2026-03-06 14:59:55,DriverLoad,usuario_10,C:\temp
case_260,2026-03-06 15:03:39,LogonOff,usuario_10,\\fileserver\financeiro
case_089,2026-03-05 14:03:10,LogonSuccess,usuario_17,\Users\Public
case_089,2026-03-05 14:09:05,ImageLoad,usuario_17,8.8.8.8
case_089,2026-03-05 14:12:03,DnsQuery,usuario_17,HKLM\Software
case_089,2026-03-05 14:14:29,ImageLoad,usuario_17,\Users\Documents
case_089,2026-03-05 14:17:14,ServiceQuery,usuario_17,cdn.contoso.com
case_089,2026-03-05 14:22:54,ProcessExit,usuario_17,C:\temp
case_089,2026-03-05 14:24:21,ImageLoad,usuario_17,update.microsoft.com
case_089,2026-03-05 14:26:08,RegistryModify,usuario_17,\Windows\System32
case_089,2026-03-05 14:26:45,RegistryModify,usuario_17,\Device\Pipe
case_089,2026-03-05 14:30:07,LogonOff,usuario_17,\\fileserver\financeiro
case_103,2026-03-06 16:48:39,LogonSuccess,usuario_09,\\fileserver\rh
case_103,2026-03-06 16:49:33,ProcessExit,usuario_09,\\fileserver\rh
case_103,2026-03-06 16:52:26,ImageLoad,usuario_09,update.microsoft.com
case_103,2026-03-06 16:57:27,FileCreate,usuario_09,\\fileserver\financeiro
case_103,2026-03-06 16:57:50,ProcessExit,usuario_09,\Users\Public
case_103,2026-03-06 17:04:01,FileCreate,usuario_09,\\fileserver\financeiro
case_103,2026-03-06 17:07:15,ImageLoad,usuario_09,8.8.8.8
case_103,2026-03-06 17:13:45,RegistryModify,usuario_09,-
case_103,2026-03-06 17:19:20,PowerShellExec,usuario_09,\Windows\System32
case_103,2026-03-06 17:21:09,ScheduledTaskQuery,usuario_09,HKLM\Software
case_103,2026-03-06 17:24:18,FileModify,usuario_09,\\fileserver\financeiro
case_103,2026-03-06 17:30:22,PrintJob,usuario_09,cdn.contoso.com
case_103,2026-03-06 17:34:44,LogonOff,usuario_09,D:\backup
case_184,2026-03-04 18:08:41,LogonSuccess,usuario_16,\\fileserver\financeiro
case_184,2026-03-04 18:09:48,ProcessCreate,usuario_16,\\fileserver\rh
case_184,2026-03-04 18:10:12,ProcessExit,usuario_16,\\fileserver\financeiro
case_184,2026-03-04 18:12:56,ImageLoad,usuario_16,8.8.8.8
case_184,2026-03-04 18:17:32,ProcessCreate,usuario_16,HKLM\Software
case_184,2026-03-04 18:20:33,ProcessExit,usuario_16,D:\backup
case_184,2026-03-04 18:24:13,ProcessExit,usuario_16,\Users\Documents
case_184,2026-03-04 18:27:35,PowerShellExec,usuario_16,C:\temp
case_184,2026-03-04 18:33:54,FileCreate,usuario_16,\Device\Pipe
case_184,2026-03-04 18:35:03,FileModify,usuario_16,\\fileserver\financeiro
case_184,2026-03-04 18:38:51,FileRead,usuario_16,\Users\Documents
case_184,2026-03-04 18:43:28,PowerShellExec,usuario_16,\Users\Public
case_184,2026-03-04 18:48:05,ServiceQuery,usuario_16,D:\backup
case_121,2026-03-06 12:08:07,LogonSuccess,usuario_06,8.8.8.8
case_121,2026-03-06 12:10:06,ProcessExit,usuario_06,cdn.contoso.com
case_121,2026-03-06 12:13:08,ProcessCreate,usuario_06,-
case_121,2026-03-06 12:18:37,FileCreate,usuario_06,update.microsoft.com
case_121,2026-03-06 12:19:25,FileCreate,usuario_06,\Device\Pipe
case_121,2026-03-06 12:22:49,ImageLoad,usuario_06,8.8.8.8
case_121,2026-03-06 12:24:24,PipeCreate,usuario_06,\Users\Documents
case_121,2026-03-06 12:28:22,PowerShellExec,usuario_06,\\fileserver\financeiro
case_121,2026-03-06 12:31:59,FileRead,usuario_06,\\fileserver\financeiro
case_121,2026-03-06 12:32:25,NetworkConnect,usuario_06,\\fileserver\rh
case_121,2026-03-06 12:35:41,FileRead,usuario_06,\\fileserver\financeiro
case_121,2026-03-06 12:38:38,PipeCreate,usuario_06,cdn.contoso.com
case_121,2026-03-06 12:43:45,PrintJob,usuario_06,\Users\Public
case_121,2026-03-06 12:45:55,RegistryModify,usuario_06,\Users\Documents
case_121,2026-03-06 12:50:02,ClipboardCapture,usuario_06,\Users\Documents
case_121,2026-03-06 12:53:54,PrintJob,usuario_06,D:\backup
case_121,2026-03-06 12:58:00,DriverLoad,usuario_06,\\fileserver\rh
case_121,2026-03-06 12:59:43,DriverLoad,usuario_06,D:\backup
case_121,2026-03-06 13:06:15,PrintJob,usuario_06,8.8.8.8
case_121,2026-03-06 13:12:48,WmiQuery,usuario_06,8.8.8.8
case_121,2026-03-06 13:14:19,ScreenCapture,usuario_06,-
case_121,2026-03-06 13:19:45,LogonOff,usuario_06,\Users\Public
case_187,2026-03-02 12:24:21,LogonSuccess,usuario_11,\Windows\System32
case_187,2026-03-02 12:25:28,NetworkConnect,usuario_11,8.8.8.8
case_187,2026-03-02 12:28:43,ProcessExit,usuario_11,D:\backup
case_187,2026-03-02 12:31:35,ProcessCreate,usuario_11,C:\temp
case_187,2026-03-02 12:33:36,FileCreate,usuario_11,\\fileserver\financeiro
case_187,2026-03-02 12:37:30,NetworkConnect,usuario_11,cdn.contoso.com
case_187,2026-03-02 12:41:53,DnsQuery,usuario_11,update.microsoft.com
case_187,2026-03-02 12:48:05,DnsQuery,usuario_11,D:\backup
case_187,2026-03-02 12:49:47,ProcessCreate,usuario_11,\Users\Documents
case_187,2026-03-02 12:53:50,NetworkConnect,usuario_11,\\fileserver\financeiro
case_187,2026-03-02 13:00:04,RegistryModify,usuario_11,-
case_187,2026-03-02 13:03:43,FileRead,usuario_11,\Windows\System32
case_187,2026-03-02 13:08:50,FileCreate,usuario_11,D:\backup
case_187,2026-03-02 13:14:15,ImageLoad,usuario_11,HKLM\Software
case_187,2026-03-02 13:15:14,FileModify,usuario_11,\Users\Documents
case_187,2026-03-02 13:21:15,PrintJob,usuario_11,-
case_187,2026-03-02 13:26:50,LogonOff,usuario_11,C:\temp
case_070,2026-03-02 17:08:03,LogonSuccess,usuario_20,cdn.contoso.com
case_070,2026-03-02 17:11:12,FileCreate,usuario_20,HKLM\Software
case_070,2026-03-02 17:11:33,DnsQuery,usuario_20,\Windows\System32
case_070,2026-03-02 17:17:36,DnsQuery,usuario_20,\Users\Public
case_070,2026-03-02 17:18:52,ProcessCreate,usuario_20,-
case_070,2026-03-02 17:24:54,ProcessExit,usuario_20,cdn.contoso.com
case_070,2026-03-02 17:26:30,ImageLoad,usuario_20,\Users\Public
case_070,2026-03-02 17:31:11,ProcessCreate,usuario_20,\Users\Public
case_070,2026-03-02 17:37:41,ProcessExit,usuario_20,\Users\Documents
case_070,2026-03-02 17:38:52,ImageLoad,usuario_20,\\fileserver\rh
case_070,2026-03-02 17:44:41,ProcessExit,usuario_20,HKLM\Software
case_070,2026-03-02 17:48:54,ProcessCreate,usuario_20,\\fileserver\rh
case_070,2026-03-02 17:51:29,FileRead,usuario_20,cdn.contoso.com
case_070,2026-03-02 17:52:14,RegistryModify,usuario_20,\Users\Public
case_070,2026-03-02 17:54:03,FileRead,usuario_20,\Windows\System32
case_070,2026-03-02 17:56:51,ServiceQuery,usuario_20,\\fileserver\financeiro
case_070,2026-03-02 18:02:57,RegistryModify,usuario_20,\\fileserver\financeiro
case_070,2026-03-02 18:06:55,LogonOff,usuario_20,\Users\Documents
case_071,2026-03-02 07:09:54,LogonSuccess,usuario_04,\Users\Public
case_071,2026-03-02 07:11:21,DnsQuery,usuario_04,\Users\Documents
case_071,2026-03-02 07:17:52,ProcessExit,usuario_04,\Windows\System32
case_071,2026-03-02 07:19:33,ProcessCreate,usuario_04,\Users\Public
case_071,2026-03-02 07:23:26,FileRead,usuario_04,-
case_071,2026-03-02 07:27:53,NetworkConnect,usuario_04,D:\backup
case_071,2026-03-02 07:33:04,FileRead,usuario_04,\Device\Pipe
case_071,2026-03-02 07:37:08,PowerShellExec,usuario_04,C:\temp
case_071,2026-03-02 07:42:40,ScheduledTaskQuery,usuario_04,8.8.8.8
case_071,2026-03-02 07:46:03,LogonOff,usuario_04,-
case_220,2026-03-04 17:57:30,LogonSuccess,usuario_02,\Device\Pipe
case_220,2026-03-04 18:03:53,FileCreate,usuario_02,\Windows\System32
case_220,2026-03-04 18:06:53,FileRead,usuario_02,\Users\Public
case_220,2026-03-04 18:11:51,ImageLoad,usuario_02,\\fileserver\rh
case_220,2026-03-04 18:13:50,DnsQuery,usuario_02,\Device\Pipe
case_220,2026-03-04 18:19:24,FileRead,usuario_02,\Users\Documents
case_220,2026-03-04 18:19:52,ServiceQuery,usuario_02,\\fileserver\financeiro
case_220,2026-03-04 18:25:56,ProcessCreate,usuario_02,\\fileserver\financeiro
case_220,2026-03-04 18:32:19,DriverLoad,usuario_02,C:\temp
case_220,2026-03-04 18:37:39,RegistryModify,usuario_02,\Users\Documents
case_220,2026-03-04 18:41:06,PowerShellExec,usuario_02,update.microsoft.com
case_220,2026-03-04 18:41:33,PrintJob,usuario_02,\Device\Pipe
case_220,2026-03-04 18:45:19,ScreenCapture,usuario_02,8.8.8.8
case_256,2026-03-05 15:06:21,LogonSuccess,usuario_29,\Users\Public
case_256,2026-03-05 15:09:50,ImageLoad,usuario_29,\Users\Public
case_256,2026-03-05 15:11:40,ImageLoad,usuario_29,C:\temp
case_256,2026-03-05 15:17:19,ProcessExit,usuario_29,\\fileserver\rh
case_256,2026-03-05 15:23:25,ImageLoad,usuario_29,8.8.8.8
case_256,2026-03-05 15:25:01,ProcessExit,usuario_29,\Users\Public
case_256,2026-03-05 15:31:03,ServiceQuery,usuario_29,HKLM\Software
case_256,2026-03-05 15:36:47,PowerShellExec,usuario_29,\\fileserver\financeiro
case_256,2026-03-05 15:39:36,ProcessExit,usuario_29,\Users\Documents
case_256,2026-03-05 15:40:38,ProcessExit,usuario_29,\\fileserver\financeiro
case_256,2026-03-05 15:46:06,ProcessExit,usuario_29,D:\backup
case_256,2026-03-05 15:50:39,DnsQuery,usuario_29,\Windows\System32
case_256,2026-03-05 15:56:17,FileModify,usuario_29,-
case_256,2026-03-05 16:00:10,FileRead,usuario_29,C:\temp
case_256,2026-03-05 16:03:36,RegistryModify,usuario_29,\\fileserver\rh
case_256,2026-03-05 16:05:34,WmiQuery,usuario_29,update.microsoft.com
case_256,2026-03-05 16:08:17,ScheduledTaskQuery,usuario_29,update.microsoft.com
case_256,2026-03-05 16:08:49,ClipboardCapture,usuario_29,cdn.contoso.com
case_256,2026-03-05 16:11:52,LogonOff,usuario_29,C:\temp
case_007,2026-03-05 16:34:00,LogonSuccess,usuario_23,\Users\Public
case_007,2026-03-05 16:37:21,ProcessCreate,usuario_23,D:\backup
case_007,2026-03-05 16:42:27,ProcessExit,usuario_23,8.8.8.8
case_007,2026-03-05 16:48:04,FileCreate,usuario_23,\Users\Documents
case_007,2026-03-05 16:49:43,ServiceQuery,usuario_23,HKLM\Software
case_007,2026-03-05 16:51:26,FileModify,usuario_23,D:\backup
case_007,2026-03-05 16:53:16,ScheduledTaskQuery,usuario_23,8.8.8.8
case_007,2026-03-05 16:53:48,ClipboardCapture,usuario_23,C:\temp
case_007,2026-03-05 17:00:25,LogonOff,usuario_23,\\fileserver\financeiro
case_160,2026-03-05 10:19:25,LogonSuccess,usuario_24,C:\temp
case_160,2026-03-05 10:19:54,ProcessCreate,usuario_24,-
case_160,2026-03-05 10:21:05,ProcessExit,usuario_24,C:\temp
case_160,2026-03-05 10:23:55,FileCreate,usuario_24,\Users\Public
case_160,2026-03-05 10:28:48,RegistryModify,usuario_24,\Users\Documents
case_160,2026-03-05 10:32:28,NetworkConnect,usuario_24,C:\temp
case_160,2026-03-05 10:33:27,PrintJob,usuario_24,\Device\Pipe
case_160,2026-03-05 10:33:52,LogonOff,usuario_24,\Device\Pipe
case_182,2026-03-05 09:33:57,LogonSuccess,usuario_06,C:\temp
case_182,2026-03-05 09:39:51,ImageLoad,usuario_06,HKLM\Software
case_182,2026-03-05 09:43:27,ImageLoad,usuario_06,8.8.8.8
case_182,2026-03-05 09:48:28,FileCreate,usuario_06,cdn.contoso.com
case_182,2026-03-05 09:53:23,ProcessExit,usuario_06,update.microsoft.com
case_182,2026-03-05 09:57:55,NetworkConnect,usuario_06,update.microsoft.com
case_182,2026-03-05 10:02:49,PowerShellExec,usuario_06,HKLM\Software
case_182,2026-03-05 10:06:25,ProcessExit,usuario_06,\Users\Public
case_182,2026-03-05 10:11:42,ImageLoad,usuario_06,\Users\Documents
case_182,2026-03-05 10:15:37,ServiceQuery,usuario_06,update.microsoft.com
case_182,2026-03-05 10:20:52,FileRead,usuario_06,D:\backup
case_182,2026-03-05 10:27:07,PipeCreate,usuario_06,D:\backup
case_182,2026-03-05 10:29:19,PipeCreate,usuario_06,\Users\Documents
case_182,2026-03-05 10:30:23,FileRead,usuario_06,HKLM\Software
case_182,2026-03-05 10:33:48,ClipboardCapture,usuario_06,\Windows\System32
case_182,2026-03-05 10:35:52,RemoteThread,usuario_06,\Windows\System32
case_182,2026-03-05 10:39:17,ScheduledTaskQuery,usuario_06,update.microsoft.com
case_182,2026-03-05 10:43:39,LogonOff,usuario_06,C:\temp
case_075,2026-03-03 08:46:24,LogonSuccess,usuario_27,\\fileserver\financeiro
case_075,2026-03-03 08:51:31,ImageLoad,usuario_27,cdn.contoso.com
case_075,2026-03-03 08:56:49,ImageLoad,usuario_27,-
case_075,2026-03-03 09:02:50,ProcessExit,usuario_27,\Users\Documents
case_075,2026-03-03 09:06:43,FileCreate,usuario_27,\Device\Pipe
case_075,2026-03-03 09:11:36,NetworkConnect,usuario_27,\\fileserver\rh
case_075,2026-03-03 09:15:32,DnsQuery,usuario_27,D:\backup
case_075,2026-03-03 09:15:58,DnsQuery,usuario_27,update.microsoft.com
case_075,2026-03-03 09:17:12,RegistryModify,usuario_27,\Windows\System32
case_075,2026-03-03 09:20:47,PipeCreate,usuario_27,C:\temp
case_075,2026-03-03 09:21:34,RegistryModify,usuario_27,\Device\Pipe
case_075,2026-03-03 09:22:22,FileModify,usuario_27,HKLM\Software
case_075,2026-03-03 09:24:58,ClipboardCapture,usuario_27,D:\backup
case_075,2026-03-03 09:26:40,WmiQuery,usuario_27,\\fileserver\rh
case_075,2026-03-03 09:32:49,RemoteThread,usuario_27,\\fileserver\rh
case_075,2026-03-03 09:34:23,DriverLoad,usuario_27,\Windows\System32
case_075,2026-03-03 09:40:36,ScheduledTaskQuery,usuario_27,D:\backup
case_189,2026-03-03 15:00:07,LogonSuccess,usuario_04,-
case_189,2026-03-03 15:03:09,NetworkConnect,usuario_04,\\fileserver\financeiro
case_189,2026-03-03 15:04:56,ImageLoad,usuario_04,-
case_189,2026-03-03 15:08:56,ImageLoad,usuario_04,HKLM\Software
case_189,2026-03-03 15:14:00,ProcessCreate,usuario_04,8.8.8.8
case_189,2026-03-03 15:15:58,DnsQuery,usuario_04,-
case_189,2026-03-03 15:21:47,RegistryModify,usuario_04,8.8.8.8
case_189,2026-03-03 15:22:33,PowerShellExec,usuario_04,D:\backup
case_189,2026-03-03 15:27:48,RegistryModify,usuario_04,8.8.8.8
case_189,2026-03-03 15:29:13,DriverLoad,usuario_04,\Device\Pipe
case_189,2026-03-03 15:32:52,ScheduledTaskQuery,usuario_04,\Users\Documents
case_189,2026-03-03 15:34:40,ClipboardCapture,usuario_04,8.8.8.8
case_189,2026-03-03 15:37:42,LogonOff,usuario_04,update.microsoft.com
case_074,2026-03-04 17:48:51,LogonSuccess,usuario_11,cdn.contoso.com
case_074,2026-03-04 17:53:05,DnsQuery,usuario_11,\Device\Pipe
case_074,2026-03-04 17:58:26,FileCreate,usuario_11,update.microsoft.com
case_074,2026-03-04 17:59:54,ProcessCreate,usuario_11,cdn.contoso.com
case_074,2026-03-04 18:00:16,ImageLoad,usuario_11,update.microsoft.com
case_074,2026-03-04 18:06:52,ProcessExit,usuario_11,\Windows\System32
case_074,2026-03-04 18:11:55,FileModify,usuario_11,8.8.8.8
case_074,2026-03-04 18:17:14,NetworkConnect,usuario_11,cdn.contoso.com
case_074,2026-03-04 18:21:54,PowerShellExec,usuario_11,D:\backup
case_074,2026-03-04 18:23:44,RegistryModify,usuario_11,\Users\Documents
case_074,2026-03-04 18:29:00,ClipboardCapture,usuario_11,C:\temp
case_157,2026-03-02 11:43:59,LogonSuccess,usuario_21,D:\backup
case_157,2026-03-02 11:47:45,ProcessCreate,usuario_21,8.8.8.8
case_157,2026-03-02 11:53:01,ProcessCreate,usuario_21,D:\backup
case_157,2026-03-02 11:58:56,PowerShellExec,usuario_21,\Windows\System32
case_157,2026-03-02 12:03:17,NetworkConnect,usuario_21,\Device\Pipe
case_157,2026-03-02 12:07:59,ProcessExit,usuario_21,D:\backup
case_157,2026-03-02 12:09:35,ImageLoad,usuario_21,8.8.8.8
case_157,2026-03-02 12:11:51,ProcessCreate,usuario_21,HKLM\Software
case_157,2026-03-02 12:18:21,ProcessExit,usuario_21,\Users\Documents
case_157,2026-03-02 12:20:28,FileRead,usuario_21,cdn.contoso.com
case_157,2026-03-02 12:22:47,LogonOff,usuario_21,update.microsoft.com
case_016,2026-03-03 15:50:23,LogonSuccess,usuario_02,update.microsoft.com
case_016,2026-03-03 15:51:52,ProcessExit,usuario_02,\Users\Public
case_016,2026-03-03 15:54:33,ImageLoad,usuario_02,D:\backup
case_016,2026-03-03 15:58:25,DnsQuery,usuario_02,\\fileserver\financeiro
case_016,2026-03-03 16:03:04,ProcessExit,usuario_02,\\fileserver\rh
case_016,2026-03-03 16:03:25,PipeCreate,usuario_02,\\fileserver\rh
case_016,2026-03-03 16:09:56,FileModify,usuario_02,\\fileserver\rh
case_016,2026-03-03 16:15:16,ImageLoad,usuario_02,-
case_016,2026-03-03 16:21:13,FileModify,usuario_02,cdn.contoso.com
case_016,2026-03-03 16:22:49,FileModify,usuario_02,cdn.contoso.com
case_016,2026-03-03 16:27:44,RegistryModify,usuario_02,cdn.contoso.com
case_016,2026-03-03 16:31:00,FileModify,usuario_02,\\fileserver\financeiro
case_016,2026-03-03 16:36:02,PipeCreate,usuario_02,D:\backup
case_016,2026-03-03 16:41:00,DriverLoad,usuario_02,8.8.8.8
case_016,2026-03-03 16:45:13,FileRead,usuario_02,\\fileserver\financeiro
case_016,2026-03-03 16:47:09,PrintJob,usuario_02,\Users\Documents
case_016,2026-03-03 16:49:31,LogonOff,usuario_02,-
case_290,2026-03-02 00:38:51,LogonSuccess,usuario_14,update.microsoft.com
case_290,2026-03-02 00:40:30,DnsQuery,usuario_14,update.microsoft.com
case_290,2026-03-02 00:41:21,ProcessCreate,usuario_14,D:\backup
case_290,2026-03-02 00:41:50,FileRead,usuario_14,\\fileserver\financeiro
case_290,2026-03-02 00:42:35,FileRead,usuario_14,\\fileserver\financeiro
case_290,2026-03-02 00:43:39,NetworkConnect,usuario_14,update.microsoft.com
